word,category,minLevel,maxLevel,difficultyBand
POD,common,1,999,1
FRAN,common,1,999,2
UNIVERSAL,common,1,999,5
HULK,common,1,999,2
DRUNKEN,common,1,999,5
HYAH,common,1,999,2
CONTINUING,common,1,999,5
GOALS,common,1,999,3
WARMING,common,1,999,5
CHEMICALS,common,1,999,5
OWL,common,1,999,1
XENA,common,1,999,2
GROUNDED,common,1,999,5
CANE,common,1,999,2
AVENGE,common,1,999,4
DEXTER,common,1,999,4
PHANTOM,common,1,999,5
NOTION,common,1,999,4
DIRECTORS,common,1,999,5
TEASE,common,1,999,3
FORENSIC,common,1,999,5
DOE,common,1,999,1
OUTCOME,common,1,999,5
SLAM,common,1,999,2
SHATTERED,common,1,999,5
CHEQUE,common,1,999,4
BAKED,common,1,999,3
SOUGHT,common,1,999,4
RACKET,common,1,999,4
HAMMOND,common,1,999,5
RIDER,common,1,999,3
EXOTIC,common,1,999,4
CORY,common,1,999,2
EXTENT,common,1,999,4
EIGHTH,common,1,999,4
STACK,common,1,999,3
WHEAT,common,1,999,3
SHIPPING,common,1,999,5
SATISFY,common,1,999,5
KARA,common,1,999,2
DEPARTURE,common,1,999,5
FINCH,common,1,999,3
BLOCKING,common,1,999,5
REGIMENT,common,1,999,5
KIN,common,1,999,1
KLAUS,common,1,999,3
SURF,common,1,999,2
KILOMETERS,common,1,999,5
RISES,common,1,999,3
FRIGHTEN,common,1,999,5
ABUSED,common,1,999,4
GERALD,common,1,999,4
COLOURS,common,1,999,5
HATH,common,1,999,2
MARVIN,common,1,999,4
TEXTS,common,1,999,3
SPAGHETTI,common,1,999,5
CHESTER,common,1,999,5
BOSSES,common,1,999,4
ELEPHANTS,common,1,999,5
SNARLING,common,1,999,5
CONTAINED,common,1,999,5
LAURIE,common,1,999,4
ARAB,common,1,999,2
BUMPED,common,1,999,4
CHILI,common,1,999,3
YAH,common,1,999,1
SUSTAINED,common,1,999,5
ABDUCTED,common,1,999,5
PANICKED,common,1,999,5
SHALLOW,common,1,999,5
DIVING,common,1,999,4
ARTIE,common,1,999,3
HARRIET,common,1,999,5
GENERATOR,common,1,999,5
FEDERATION,common,1,999,5
MULDER,common,1,999,4
ARRESTING,common,1,999,5
TECHNIQUES,common,1,999,5
FEATHER,common,1,999,5
PRINTED,common,1,999,5
UNTIE,common,1,999,3
JUPITER,common,1,999,5
HAY,common,1,999,1
STALKING,common,1,999,5
CONRAD,common,1,999,4
PHONY,common,1,999,3
BRETT,common,1,999,3
WHACK,common,1,999,3
SCORED,common,1,999,4
CONTINENT,common,1,999,5
ARTICLES,common,1,999,5
OXFORD,common,1,999,4
ORGANIZE,common,1,999,5
SENSORS,common,1,999,5
SHANGHAI,common,1,999,5
SNIPER,common,1,999,4
NOISY,common,1,999,3
FRAMED,common,1,999,4
HORIZON,common,1,999,5
TWILIGHT,common,1,999,5
REFLECTION,common,1,999,5
MASKS,common,1,999,3
GODFATHER,common,1,999,5
MERCHANT,common,1,999,5
WAGES,common,1,999,3
ROBE,common,1,999,2
WAIST,common,1,999,3
STINKING,common,1,999,5
VENTURE,common,1,999,5
VOYAGE,common,1,999,4
CURRY,common,1,999,3
OMINOUS,common,1,999,5
SUNLIGHT,common,1,999,5
OUI,common,1,999,1
OVERSEAS,common,1,999,5
CASUALTIES,common,1,999,5
AAAH,common,1,999,2
MATTRESS,common,1,999,5
GRILL,common,1,999,3
MARKETING,common,1,999,5
ACCEPTING,common,1,999,5
OCCUPATION,common,1,999,5
DEADLINE,common,1,999,5
FREED,common,1,999,3
EXHIBIT,common,1,999,5
POEMS,common,1,999,3
ECHOING,common,1,999,5
SHIN,common,1,999,2
TIL,common,1,999,1
DEFINE,common,1,999,4
URINE,common,1,999,3
FOREMAN,common,1,999,5
FACIAL,common,1,999,4
COMBINED,common,1,999,5
BRODY,common,1,999,3
PROBATION,common,1,999,5
REJECT,common,1,999,4
CATCHES,common,1,999,5
DANCES,common,1,999,4
GEMMA,common,1,999,3
PINCH,common,1,999,3
HURRICANE,common,1,999,5
CHATTING,common,1,999,5
MINI,common,1,999,2
HEEL,common,1,999,2
ADDING,common,1,999,4
BANDIT,common,1,999,4
DESTINED,common,1,999,5
LIMO,common,1,999,2
SPA,common,1,999,1
GRAVES,common,1,999,4
TURKISH,common,1,999,5
LISTED,common,1,999,4
CORPSES,common,1,999,5
MATTY,common,1,999,3
EVACUATE,common,1,999,5
PUBLISH,common,1,999,5
JUDITH,common,1,999,4
BANNED,common,1,999,4
SNAPS,common,1,999,3
CHEEKS,common,1,999,4
PREDICT,common,1,999,5
OHIO,common,1,999,2
HOLLAND,common,1,999,5
CONFRONT,common,1,999,5
UTTERLY,common,1,999,5
PALS,common,1,999,2
PILOTS,common,1,999,4
UMM,common,1,999,1
JONAH,common,1,999,3
IRONIC,common,1,999,4
IMPROVED,common,1,999,5
POPPING,common,1,999,5
MILLS,common,1,999,3
FARTHER,common,1,999,5
DELIVERING,common,1,999,5
SKIPPER,common,1,999,5
FLATTERED,common,1,999,5
COCONUT,common,1,999,5
SHUTS,common,1,999,3
SWEDEN,common,1,999,4
HOORAY,common,1,999,4
SIP,common,1,999,1
BLESSINGS,common,1,999,5
GROCERY,common,1,999,5
TERMINAL,common,1,999,5
PARKS,common,1,999,3
AWARDS,common,1,999,4
FADE,common,1,999,2
HIRING,common,1,999,4
BURTON,common,1,999,4
FEES,common,1,999,2
WRETCHED,common,1,999,5
KRISHNA,common,1,999,5
THOROUGHLY,common,1,999,5
EXHIBITION,common,1,999,5
SPENDS,common,1,999,4
DENVER,common,1,999,4
WINNERS,common,1,999,5
DORIS,common,1,999,3
LUTHER,common,1,999,4
MADRID,common,1,999,4
SUPPORTED,common,1,999,5
ADVISED,common,1,999,5
REGINA,common,1,999,4
HEREBY,common,1,999,4
PIER,common,1,999,2
SHORTER,common,1,999,5
BETRAYAL,common,1,999,5
CHRISTIANS,common,1,999,5
PSYCHOLOGY,common,1,999,5
DANIELLE,common,1,999,5
TRENT,common,1,999,3
KEEPER,common,1,999,4
DETROIT,common,1,999,5
CANADIAN,common,1,999,5
ASSOCIATES,common,1,999,5
GERRY,common,1,999,3
RESTLESS,common,1,999,5
COLLECTOR,common,1,999,5
MARVELLOUS,common,1,999,5
PHYSICIAN,common,1,999,5
EXPOSURE,common,1,999,5
GRUDGE,common,1,999,4
LID,common,1,999,1
FOLLOWERS,common,1,999,5
GLOW,common,1,999,2
SUBMARINE,common,1,999,5
TOWNS,common,1,999,3
PAWN,common,1,999,2
EDITH,common,1,999,3
INCLUDES,common,1,999,5
JOKER,common,1,999,3
SPILLED,common,1,999,5
OPPOSITION,common,1,999,5
JANG,common,1,999,2
HALEY,common,1,999,3
HOSE,common,1,999,2
USA,common,1,999,1
TIMMY,common,1,999,3
BREATHES,common,1,999,5
WHOOPS,common,1,999,4
ASTRONAUT,common,1,999,5
PORCH,common,1,999,3
LEONARDO,common,1,999,5
RESPONDING,common,1,999,5
WISHING,common,1,999,5
BOIL,common,1,999,2
KNEEL,common,1,999,3
TAMMY,common,1,999,3
CLUMSY,common,1,999,4
RAPID,common,1,999,3
XIAO,common,1,999,2
STEVENS,common,1,999,5
INVESTED,common,1,999,5
JANICE,common,1,999,4
ROLLER,common,1,999,4
THAI,common,1,999,2
JUSTIFY,common,1,999,5
GARLIC,common,1,999,4
YELLED,common,1,999,4
SIMONE,common,1,999,4
AMMUNITION,common,1,999,5
SUSHI,common,1,999,3
SHAFT,common,1,999,3
DEFINITION,common,1,999,5
GARDENS,common,1,999,5
CHANDLER,common,1,999,5
NOTIFY,common,1,999,4
BRADY,common,1,999,3
BEASTS,common,1,999,4
SETUP,common,1,999,3
GREED,common,1,999,3
DARED,common,1,999,3
UNLUCKY,common,1,999,5
CLASSROOM,common,1,999,5
TREATY,common,1,999,4
HIKE,common,1,999,2
DAGGER,common,1,999,4
SPINE,common,1,999,3
DETECT,common,1,999,4
CHOW,common,1,999,2
DES,common,1,999,1
TEENAGERS,common,1,999,5
MOCK,common,1,999,2
SALON,common,1,999,3
VIRTUE,common,1,999,4
LAWSUIT,common,1,999,5
SHELLY,common,1,999,4
CLAP,common,1,999,2
MUSTACHE,common,1,999,5
OFFENCE,common,1,999,5
MED,common,1,999,1
SULTAN,common,1,999,4
ATTRACTION,common,1,999,5
FRANCO,common,1,999,4
COURTS,common,1,999,4
FORTRESS,common,1,999,5
PEEL,common,1,999,2
PETROL,common,1,999,4
DISAPPEARS,common,1,999,5
ASSET,common,1,999,3
WARP,common,1,999,2
WORKSHOP,common,1,999,5
TRAPS,common,1,999,3
JEANNIE,common,1,999,5
CONDEMNED,common,1,999,5
GARRETT,common,1,999,5
MUTTERING,common,1,999,5
SHOOK,common,1,999,3
NAVAL,common,1,999,3
EGYPTIAN,common,1,999,5
EXPAND,common,1,999,4
SUNRISE,common,1,999,5
SWINE,common,1,999,3
JINGLE,common,1,999,4
LORDSHIP,common,1,999,5
PEACH,common,1,999,3
FILMED,common,1,999,4
PAKISTAN,common,1,999,5
OUGHTA,common,1,999,4
SELECTION,common,1,999,5
SQUEAKING,common,1,999,5
CONDOM,common,1,999,4
SADIE,common,1,999,3
BARBIE,common,1,999,4
ALONGSIDE,common,1,999,5
RISKING,common,1,999,5
DEMOCRATIC,common,1,999,5
NERD,common,1,999,2
DANCERS,common,1,999,5
CROOK,common,1,999,3
MACK,common,1,999,2
GRASP,common,1,999,3
TRANSLATE,common,1,999,5
BEHAVING,common,1,999,5
QUARREL,common,1,999,5
LIVELY,common,1,999,4
FURY,common,1,999,2
POLICEMEN,common,1,999,5
SENSEI,common,1,999,4
ELDERS,common,1,999,4
STICKY,common,1,999,4
GLEN,common,1,999,2
LIU,common,1,999,1
PRIMITIVE,common,1,999,5
REIGN,common,1,999,3
EUGENE,common,1,999,4
STASH,common,1,999,3
EVOLVED,common,1,999,5
SHIFTS,common,1,999,4
UNLOCK,common,1,999,4
DEVICES,common,1,999,5
PECULIAR,common,1,999,5
TALENTS,common,1,999,5
ANITA,common,1,999,3
FOREIGNERS,common,1,999,5
SNACKS,common,1,999,4
MINT,common,1,999,2
PISSING,common,1,999,5
FUSE,common,1,999,2
MANUEL,common,1,999,4
TOWERS,common,1,999,4
FREEZER,common,1,999,5
VILLAGES,common,1,999,5
BECKETT,common,1,999,5
JEWEL,common,1,999,3
BOLLOCKS,common,1,999,5
SHELLS,common,1,999,4
SWEPT,common,1,999,3
SHOVEL,common,1,999,4
ARTISTIC,common,1,999,5
QUALITIES,common,1,999,5
FERRY,common,1,999,3
DARREN,common,1,999,4
PORTAL,common,1,999,4
ATOMIC,common,1,999,4
JAVIER,common,1,999,4
AVA,common,1,999,1
CLAIMING,common,1,999,5
EXAMINED,common,1,999,5
DEFENSIVE,common,1,999,5
KENNETH,common,1,999,5
KAT,common,1,999,1
SENSATION,common,1,999,5
AHHH,common,1,999,2
INCREASING,common,1,999,5
FUGITIVE,common,1,999,5
URBAN,common,1,999,3
VISIONS,common,1,999,5
BATHING,common,1,999,5
GREGORY,common,1,999,5
DELIGHT,common,1,999,5
IOT,common,1,999,1
GENES,common,1,999,3
BOUNDARIES,common,1,999,5
CAUTION,common,1,999,5
ELLIS,common,1,999,3
STRANGLED,common,1,999,5
THOROUGH,common,1,999,5
IKE,common,1,999,1
BITES,common,1,999,3
NUDE,common,1,999,2
TIDY,common,1,999,2
PATRICIA,common,1,999,5
TATE,common,1,999,2
OBLIGATION,common,1,999,5
ARI,common,1,999,1
CLEARANCE,common,1,999,5
RESERVED,common,1,999,5
NASA,common,1,999,2
SPOCK,common,1,999,3
MARION,common,1,999,4
REFLECT,common,1,999,5
JAMMED,common,1,999,4
SLEEVE,common,1,999,4
CLASSY,common,1,999,4
FAG,common,1,999,1
ANGELO,common,1,999,4
BRADLEY,common,1,999,5
BANANAS,common,1,999,5
SAINTS,common,1,999,4
LONGEST,common,1,999,5
MUSHROOMS,common,1,999,5
CYRUS,common,1,999,3
TONI,common,1,999,2
FINALS,common,1,999,4
ADOPTION,common,1,999,5
WIRED,common,1,999,3
COMET,common,1,999,3
HANDING,common,1,999,5
CHEERFUL,common,1,999,5
DEB,common,1,999,1
ACCEPTABLE,common,1,999,5
REALISTIC,common,1,999,5
WAITS,common,1,999,3
SUFFICIENT,common,1,999,5
COSMIC,common,1,999,4
NOLAN,common,1,999,3
GABE,common,1,999,2
VOMIT,common,1,999,3
WARMTH,common,1,999,4
MAGNUM,common,1,999,4
ASSOCIATED,common,1,999,5
ALAS,common,1,999,2
ENGINEERS,common,1,999,5
OFFEND,common,1,999,4
SHERRY,common,1,999,4
INHERITED,common,1,999,5
ANTOINE,common,1,999,5
WHOOPING,common,1,999,5
SCARS,common,1,999,3
SHELDON,common,1,999,5
PURPOSES,common,1,999,5
ROBBING,common,1,999,5
INSTRUCTOR,common,1,999,5
DARRIN,common,1,999,4
MOMS,common,1,999,2
OVERTIME,common,1,999,5
PERCY,common,1,999,3
LAUREL,common,1,999,4
FEMALES,common,1,999,5
SACRIFICES,common,1,999,5
DRIFT,common,1,999,3
RUTHLESS,common,1,999,5
ARGUMENTS,common,1,999,5
CRAPPY,common,1,999,4
MUSICIANS,common,1,999,5
SIDNEY,common,1,999,4
DEPRESSING,common,1,999,5
LASTS,common,1,999,3
DOOM,common,1,999,2
MILO,common,1,999,2
CANT,common,1,999,2
BACKPACK,common,1,999,5
AISLE,common,1,999,3
INSULTING,common,1,999,5
EDITION,common,1,999,5
LOSSES,common,1,999,4
PREACHER,common,1,999,5
SCHMIDT,common,1,999,5
SWINGING,common,1,999,5
MANAGING,common,1,999,5
SINKING,common,1,999,5
LACEY,common,1,999,3
CASTING,common,1,999,5
TRIALS,common,1,999,4
DISEASES,common,1,999,5
BEGGAR,common,1,999,4
AMOUNTS,common,1,999,5
TRACED,common,1,999,4
RAVEN,common,1,999,3
ACTIVATE,common,1,999,5
SLAPPED,common,1,999,5
HEROIC,common,1,999,4
ROAR,common,1,999,2
QUEER,common,1,999,3
MATCHING,common,1,999,5
TRUMP,common,1,999,3
NEWTON,common,1,999,4
SINCERELY,common,1,999,5
STACY,common,1,999,3
SAUL,common,1,999,2
MADMAN,common,1,999,4
JENKINS,common,1,999,5
POKE,common,1,999,2
SPICY,common,1,999,3
SWAP,common,1,999,2
PROGRAMS,common,1,999,5
SHEER,common,1,999,3
SPACESHIP,common,1,999,5
SCHULTZ,common,1,999,5
BLINK,common,1,999,3
STEER,common,1,999,3
MALES,common,1,999,3
INJECTION,common,1,999,5
ANT,common,1,999,1
REFORM,common,1,999,4
PROPERTIES,common,1,999,5
VIRTUALLY,common,1,999,5
CAMPS,common,1,999,3
TAPPING,common,1,999,5
TEQUILA,common,1,999,5
INQUIRY,common,1,999,5
FAINTED,common,1,999,5
FORMATION,common,1,999,5
SHIELDS,common,1,999,5
ESCAPING,common,1,999,5
UNEMPLOYED,common,1,999,5
MURDERING,common,1,999,5
STRIKING,common,1,999,5
VOWS,common,1,999,2
DONOVAN,common,1,999,5
ANTIQUE,common,1,999,5
SHERLOCK,common,1,999,5
PUKE,common,1,999,2
HYSTERICAL,common,1,999,5
TALLER,common,1,999,4
EMPLOYMENT,common,1,999,5
THATS,common,1,999,3
AGREES,common,1,999,4
DODGE,common,1,999,3
UNITE,common,1,999,3
MUMBLING,common,1,999,5
RABBITS,common,1,999,5
REPEATING,common,1,999,5
MULE,common,1,999,2
LOCALS,common,1,999,4
HAYES,common,1,999,3
BATS,common,1,999,2
BELIEFS,common,1,999,5
SPARED,common,1,999,4
VEGETABLE,common,1,999,5
LIV,common,1,999,1
BUNKER,common,1,999,4
CHANNELS,common,1,999,5
PHENOMENON,common,1,999,5
HIPS,common,1,999,2
GRAYSON,common,1,999,5
EXPELLED,common,1,999,5
CAMILLE,common,1,999,5
LANGUAGES,common,1,999,5
PREMISES,common,1,999,5
PRONOUNCE,common,1,999,5
BRIDGES,common,1,999,5
APE,common,1,999,1
JULIUS,common,1,999,4
BRUISES,common,1,999,5
CONVICT,common,1,999,5
PRETTIER,common,1,999,5
ELECTIONS,common,1,999,5
ANNOYED,common,1,999,5
HOMETOWN,common,1,999,5
EARRINGS,common,1,999,5
DISCREET,common,1,999,5
POURED,common,1,999,4
MORPHINE,common,1,999,5
HENDERSON,common,1,999,5
JUN,common,1,999,1
NARRATING,common,1,999,5
ROOKIE,common,1,999,4
PEANUTS,common,1,999,5
CAMEL,common,1,999,3
ABE,common,1,999,1
CHEWING,common,1,999,5
IMAGINING,common,1,999,5
RUNNER,common,1,999,4
HYUN,common,1,999,2
TOMATOES,common,1,999,5
SPONSOR,common,1,999,5
FULFILLED,common,1,999,5
PROBE,common,1,999,3
KARATE,common,1,999,4
GREASE,common,1,999,4
DINOSAURS,common,1,999,5
REBELLION,common,1,999,5
MARTA,common,1,999,3
LONE,common,1,999,2
NAN,common,1,999,1
ACRES,common,1,999,3
CARLTON,common,1,999,5
HACKED,common,1,999,4
BARBER,common,1,999,4
MINING,common,1,999,4
AGED,common,1,999,2
DESIGNS,common,1,999,5
PREFERRED,common,1,999,5
ONIONS,common,1,999,4
STRAY,common,1,999,3
VOID,common,1,999,2
SIXTEEN,common,1,999,5
SLOWER,common,1,999,4
HANNIBAL,common,1,999,5
SABOTAGE,common,1,999,5
RABBI,common,1,999,3
CONCERNING,common,1,999,5
DIXON,common,1,999,3
HOLT,common,1,999,2
MANNIX,common,1,999,4
NOTED,common,1,999,3
PETERSON,common,1,999,5
DENTAL,common,1,999,4
OBAMA,common,1,999,3
SQUIRREL,common,1,999,5
COMMITTING,common,1,999,5
WEREWOLF,common,1,999,5
SLIPPING,common,1,999,5
MATTHEWS,common,1,999,5
EXPLOSIONS,common,1,999,5
SEO,common,1,999,1
RUSS,common,1,999,2
WHITNEY,common,1,999,5
IGNORING,common,1,999,5
INFINITE,common,1,999,5
CAVALRY,common,1,999,5
LAM,common,1,999,1
SUZANNE,common,1,999,5
BOMBER,common,1,999,4
RULING,common,1,999,4
BOILING,common,1,999,5
NEEDLES,common,1,999,5
SEMESTER,common,1,999,5
IRRELEVANT,common,1,999,5
SAVIOR,common,1,999,4
VEIL,common,1,999,2
TRAMP,common,1,999,3
ROBERTO,common,1,999,5
DEEPEST,common,1,999,5
PERFECTION,common,1,999,5
SHUTTING,common,1,999,5
III,common,1,999,1
TIFFANY,common,1,999,5
MENTOR,common,1,999,4
BRANCHES,common,1,999,5
ENTHUSIASM,common,1,999,5
ARENA,common,1,999,3
LISTENS,common,1,999,5
HARDWARE,common,1,999,5
GREATLY,common,1,999,5
BATTALION,common,1,999,5
MOUSTACHE,common,1,999,5
AUDIO,common,1,999,3
INITIATIVE,common,1,999,5
SWEATY,common,1,999,4
NOEL,common,1,999,2
REQUESTS,common,1,999,5
PARROT,common,1,999,4
STEED,common,1,999,3
WHIPPED,common,1,999,5
PROVING,common,1,999,5
ASSAULTED,common,1,999,5
PIGGY,common,1,999,3
PAUSE,common,1,999,3
SURVIVING,common,1,999,5
FUNDING,common,1,999,5
DINOSAUR,common,1,999,5
BEDTIME,common,1,999,5
RAIL,common,1,999,2
ROOSTER,common,1,999,5
COWARDS,common,1,999,5
HASTINGS,common,1,999,5
CONTAINER,common,1,999,5
LORI,common,1,999,2
SECURED,common,1,999,5
TOSSED,common,1,999,4
STRIPPER,common,1,999,5
STEELE,common,1,999,4
WAVING,common,1,999,4
CLAMORING,common,1,999,5
BANKER,common,1,999,4
BACTERIA,common,1,999,5
INDICATES,common,1,999,5
STARRING,common,1,999,5
DRAWINGS,common,1,999,5
CUPBOARD,common,1,999,5
SANCTUARY,common,1,999,5
SURGICAL,common,1,999,5
PAIRS,common,1,999,3
PURELY,common,1,999,4
TEMPTATION,common,1,999,5
ELDERLY,common,1,999,5
GEOFFREY,common,1,999,5
VIBE,common,1,999,2
PROFOUND,common,1,999,5
GONG,common,1,999,2
CROP,common,1,999,2
DETAILED,common,1,999,5
SCRAP,common,1,999,3
ABIGAIL,common,1,999,5
CARELESS,common,1,999,5
DOVE,common,1,999,2
SLOPPY,common,1,999,4
ATLANTA,common,1,999,5
HIDEOUS,common,1,999,5
LIZARD,common,1,999,4
SEPARATION,common,1,999,5
INTERN,common,1,999,4
TAB,common,1,999,1
RANKS,common,1,999,3
PARISH,common,1,999,4
BOOTY,common,1,999,3
PEASANT,common,1,999,5
SQUEAL,common,1,999,4
OOOH,common,1,999,2
COMB,common,1,999,2
BASH,common,1,999,2
RESTORED,common,1,999,5
PLATOON,common,1,999,5
JUNKIE,common,1,999,4
INVOLVES,common,1,999,5
RUPERT,common,1,999,4
NORM,common,1,999,2
CARRIER,common,1,999,5
FATTY,common,1,999,3
PRODUCERS,common,1,999,5
SUPERB,common,1,999,4
THA,common,1,999,1
CANDIDATES,common,1,999,5
SUMMONED,common,1,999,5
REFUGE,common,1,999,4
RIGHTEOUS,common,1,999,5
CAROLINA,common,1,999,5
ONION,common,1,999,3
NATASHA,common,1,999,5
PICKUP,common,1,999,4
SPELLS,common,1,999,4
WESLEY,common,1,999,4
CARRINGTON,common,1,999,5
ARMIES,common,1,999,4
SEASONS,common,1,999,5
SENOR,common,1,999,3
BILLIE,common,1,999,4
SPECIALTY,common,1,999,5
THIRST,common,1,999,4
SELECT,common,1,999,4
RENDEZVOUS,common,1,999,5
SMILED,common,1,999,4
COLORADO,common,1,999,5
VISA,common,1,999,2
SPICE,common,1,999,3
CALLER,common,1,999,4
FOODS,common,1,999,3
RATIONAL,common,1,999,5
SCOTTISH,common,1,999,5
CUNNING,common,1,999,5
GRUNT,common,1,999,3
KNOT,common,1,999,2
HAIRS,common,1,999,3
PAYMENTS,common,1,999,5
GRANDDAD,common,1,999,5
MASSACRE,common,1,999,5
HERB,common,1,999,2
MAE,common,1,999,1
IMMUNE,common,1,999,4
GRENADE,common,1,999,5
REGULARLY,common,1,999,5
STAKES,common,1,999,4
KILOS,common,1,999,3
MONKS,common,1,999,3
GAIL,common,1,999,2
GUINEA,common,1,999,4
INVENT,common,1,999,4
NURSERY,common,1,999,5
PROTEIN,common,1,999,5
ELBOW,common,1,999,3
KELLER,common,1,999,4
CLOWNS,common,1,999,4
THIRTEEN,common,1,999,5
TATTOOS,common,1,999,5
FLOWN,common,1,999,3
MUSTARD,common,1,999,5
TERRACE,common,1,999,5
ALTER,common,1,999,3
FRANZ,common,1,999,3
LENS,common,1,999,2
ALASKA,common,1,999,4
FREAKIN,common,1,999,5
WONT,common,1,999,2
WEEP,common,1,999,2
CLIVE,common,1,999,3
MOURNING,common,1,999,5
CROOKED,common,1,999,5
TRAINER,common,1,999,5
JANITOR,common,1,999,5
GRADUALLY,common,1,999,5
FILTH,common,1,999,3
MOMMA,common,1,999,3
JACKASS,common,1,999,5
CHO,common,1,999,1
REMINDER,common,1,999,5
CULPRIT,common,1,999,5
GABRIELLE,common,1,999,5
INNIT,common,1,999,3
MAGISTRATE,common,1,999,5
JASMINE,common,1,999,5
WOMB,common,1,999,2
TEXTING,common,1,999,5
INJUSTICE,common,1,999,5
FIGURING,common,1,999,5
FRACTURE,common,1,999,5
INSANITY,common,1,999,5
PEASANTS,common,1,999,5
BLOSSOM,common,1,999,5
ETC,common,1,999,1
AGONY,common,1,999,3
SOUNDING,common,1,999,5
ELEMENTARY,common,1,999,5
SEIZED,common,1,999,4
TEACHES,common,1,999,5
LOVEJOY,common,1,999,5
PHILLIPS,common,1,999,5
EIGHTEEN,common,1,999,5
SHACK,common,1,999,3
TEEN,common,1,999,2
DEFINITE,common,1,999,5
SCRUB,common,1,999,3
RULER,common,1,999,3
MOLD,common,1,999,2
CONTENTS,common,1,999,5
BITTEN,common,1,999,4
ANTIDOTE,common,1,999,5
SAVES,common,1,999,3
BUNK,common,1,999,2
THOR,common,1,999,2
REPUBLICAN,common,1,999,5
GRAVEYARD,common,1,999,5
ATTEMPTS,common,1,999,5
POIROT,common,1,999,4
ASPECT,common,1,999,4
RELATE,common,1,999,4
LEMONADE,common,1,999,5
FLOUR,common,1,999,3
BIOLOGY,common,1,999,5
DUSTY,common,1,999,3
FELONY,common,1,999,4
JAX,common,1,999,1
JAI,common,1,999,1
DONNIE,common,1,999,4
STRANGELY,common,1,999,5
CONDOMS,common,1,999,5
QUANTUM,common,1,999,5
UTTER,common,1,999,3
ACTIVATED,common,1,999,5
INSTALLED,common,1,999,5
DISCHARGE,common,1,999,5
DEVASTATED,common,1,999,5
SUBSTITUTE,common,1,999,5
SPLASH,common,1,999,4
JULIO,common,1,999,3
EXILE,common,1,999,3
ASPIRIN,common,1,999,5
AUTHENTIC,common,1,999,5
SUMMIT,common,1,999,4
BECK,common,1,999,2
ADDICTION,common,1,999,5
LENT,common,1,999,2
DRONE,common,1,999,3
INVOLVING,common,1,999,5
BOYFRIENDS,common,1,999,5
TANGO,common,1,999,3
PROVINCE,common,1,999,5
ATTEMPTING,common,1,999,5
DECEIVED,common,1,999,5
TRIANGLE,common,1,999,5
SKIPPED,common,1,999,5
STRAWBERRY,common,1,999,5
MIRRORS,common,1,999,5
PRESTON,common,1,999,5
SWIFT,common,1,999,3
CREEPS,common,1,999,4
TOKEN,common,1,999,3
POISONOUS,common,1,999,5
HEIDI,common,1,999,3
DIAGNOSIS,common,1,999,5
NINTH,common,1,999,3
LOCATIONS,common,1,999,5
RETRIEVE,common,1,999,5
ROBBERS,common,1,999,5
JOANNA,common,1,999,4
DISABLED,common,1,999,5
IRA,common,1,999,1
EXTENSION,common,1,999,5
LINING,common,1,999,4
YURI,common,1,999,2
FREEMAN,common,1,999,5
SCOOP,common,1,999,3
MERLIN,common,1,999,4
BRIDGET,common,1,999,5
REVVING,common,1,999,5
TRANSFORM,common,1,999,5
SHELBY,common,1,999,4
BROOKS,common,1,999,4
SURVEY,common,1,999,4
HUNTED,common,1,999,4
COZY,common,1,999,2
PROVIDING,common,1,999,5
MICROPHONE,common,1,999,5
SKELETON,common,1,999,5
MUSLIMS,common,1,999,5
TOLL,common,1,999,2
RECONSIDER,common,1,999,5
CREAKS,common,1,999,4
EXTENDED,common,1,999,5
SPEAR,common,1,999,3
OVERBOARD,common,1,999,5
CLINTON,common,1,999,5
PETITION,common,1,999,5
BAGGAGE,common,1,999,5
SCUMBAG,common,1,999,5
TRIBUTE,common,1,999,5
WEDDINGS,common,1,999,5
FACILITIES,common,1,999,5
BANGS,common,1,999,3
CLAW,common,1,999,2
DONATION,common,1,999,5
ISABELLE,common,1,999,5
TRAITORS,common,1,999,5
MEI,common,1,999,1
JASPER,common,1,999,4
BORDERS,common,1,999,5
AUSTRALIAN,common,1,999,5
COLBY,common,1,999,3
BOXER,common,1,999,3
WHILST,common,1,999,4
MISFORTUNE,common,1,999,5
ELABORATE,common,1,999,5
SIGHTS,common,1,999,4
MAESTRO,common,1,999,5
MYSTERIES,common,1,999,5
LOOSEN,common,1,999,4
GIFTED,common,1,999,4
AFFECTS,common,1,999,5
SUMMON,common,1,999,4
SHERMAN,common,1,999,5
CHURCHILL,common,1,999,5
THERESA,common,1,999,5
SOLITARY,common,1,999,5
WILDERNESS,common,1,999,5
BALTIMORE,common,1,999,5
OLYMPIC,common,1,999,5
UNDO,common,1,999,2
MECHANISM,common,1,999,5
VIETNAMESE,common,1,999,5
VANISH,common,1,999,4
DOME,common,1,999,2
BITING,common,1,999,4
RONALD,common,1,999,4
TEXTED,common,1,999,4
SAGE,common,1,999,2
YUMMY,common,1,999,3
TACTICS,common,1,999,5
SLACK,common,1,999,3
SNAPPED,common,1,999,5
WEEKLY,common,1,999,4
BUSHES,common,1,999,4
HENRI,common,1,999,3
OBTAIN,common,1,999,4
HART,common,1,999,2
FLIGHTS,common,1,999,5
ADVENTURES,common,1,999,5
HOTTEST,common,1,999,5
EDEN,common,1,999,2
MILD,common,1,999,2
DOM,common,1,999,1
FOURTEEN,common,1,999,5
